Seed	Iterations	Most_Frequent	Frequency
2497	27	9600	2
2498	2	7600	2
2499	3	0000	1
2500	1	2500	2
2501	9	5600	2
2502	2	7600	2
2503	58	4100	2
2504	6	4100	2
2505	22	6100	2
2506	6	5600	2
2507	8	3600	2
2508	5	4100	2
2509	29	6100	2
2510	5	0000	1
2511	49	6100	2
2512	47	4100	2
2513	67	6100	2
2514	52	6100	2
2515	8	3600	2
2516	79	4100	2
2517	89	4100	2
2518	17	0000	1
2519	101	4100	2
2520	29	9600	2
2521	93	6100	2
2522	43	9600	2
2523	57	4100	2
2524	38	6100	2
2525	44	4100	2
2526	33	6100	2
2527	12	0000	1
2528	4	0000	1
2529	11	0012	1
2530	12	0000	1
2531	8	3600	2
2532	48	9600	2
2533	33	8100	2
2534	41	4100	2
2535	57	4100	2
2536	26	0000	1
2537	65	6100	2
2538	59	4100	2
2539	49	4100	2
2540	25	4100	2
2541	9	0000	1
2542	78	6100	2
2543	7	0000	1
2544	61	4100	2
2545	14	6100	2
2546	78	4100	2
2547	49	4100	2
2548	89	4100	2
2549	19	0005	1
2550	8	5600	2
2551	71	6100	2
2552	43	9600	2
2553	65	4100	2
2554	7	0006	1
2555	28	6100	2
2556	14	9600	2
2557	36	4100	2
2558	20	6100	2
2559	25	4100	2
2560	54	4100	2
2561	80	4100	2
2562	44	6100	2
2563	27	9600	2
2564	12	0000	1
2565	20	0000	1
2566	13	0000	1
2567	11	0000	1
2568	39	6100	2
2569	51	6100	2
2570	80	6100	2
2571	4	6100	2
2572	49	4100	2
2573	42	4100	2
2574	56	4100	2
2575	33	4100	2
2576	31	0000	1
2577	12	4100	2
2578	58	6100	2
2579	47	6100	2
2580	67	4100	2
2581	44	9600	2
2582	23	6100	2
2583	9	9600	2
2584	51	4100	2
2585	82	6100	2
2586	49	6100	2
2587	78	6100	2
2588	80	4100	2
2589	62	6100	2
2590	34	6100	2
2591	68	6100	2
2592	23	9600	2
2593	54	4100	2
2594	8	0001	1
2595	63	4100	2
2596	10	0000	1
2597	37	9600	2
2598	6	6100	2
2599	82	6100	2
2600	1	7600	2
2601	51	6100	2
2602	43	4100	2
2603	57	4100	2
2604	35	0000	1
2605	52	9600	2
2606	52	6100	2
2607	73	6100	2
2608	46	6100	2
2609	24	4100	2
2610	10	4100	2
2611	12	2916	2
2612	58	4100	2
2613	4	0000	1
2614	50	4100	2
2615	49	6100	2
2616	32	6100	2
2617	36	0000	1
2618	34	8100	2
2619	45	4100	2
2620	68	4100	2
2621	54	9600	2
2622	79	6100	2
2623	29	8100	2
2624	45	4100	2
2625	80	4100	2
2626	21	6100	2
2627	56	4100	2
2628	39	4100	2
2629	11	5600	2
2630	59	6100	2
2631	16	0000	1
2632	5	0000	1
2633	52	6100	2
2634	16	0002	1
2635	9	0100	2
2636	64	4100	2
2637	64	6100	2
2638	11	0000	1
2639	17	3600	2
2640	56	6100	2
2641	77	6100	2
2642	56	6100	2
2643	51	6100	2
2644	74	6100	2
2645	45	6100	2
2646	2	0000	1
2647	4	0000	1
2648	78	4100	2
2649	89	6100	2
2650	57	4100	2
2651	108	4100	2
2652	50	0000	1
2653	12	4100	2
2654	7	0100	2
2655	40	4100	2
2656	53	4100	2
2657	55	6100	2
2658	69	4100	2
2659	43	9600	2
2660	26	6100	2
2661	29	8100	2
2662	52	4100	2
2663	106	6100	2
2664	25	6100	2
2665	100	4100	2
2666	43	4100	2
2667	48	6100	2
2668	50	6100	2
2669	64	6100	2
2670	45	9600	2
2671	47	6100	2
2672	65	6100	2
2673	87	4100	2
2674	56	4100	2
2675	42	4100	2
2676	9	9600	2
2677	32	8100	2
2678	62	9600	2
2679	8	0000	1
2680	18	4100	2
2681	19	6100	2
2682	7	0000	1
2683	49	4100	2
2684	57	9600	2
2685	29	0000	1
2686	79	4100	2
2687	18	0000	1
2688	56	6100	2
2689	59	4100	2
2690	87	4100	2
2691	28	6100	2
2692	57	6100	2
2693	44	9600	2
2694	32	0000	1
2695	60	6100	2
2696	58	9600	2
2697	14	0000	1
2698	55	9600	2
2699	11	0042	1
2700	5	4100	2
2701	61	4100	2
2702	20	0000	1
2703	9	3600	2
2704	26	0000	1
2705	78	4100	2
2706	90	4100	2
2707	60	0000	1
2708	101	4100	2
2709	52	0240	1
2710	59	6100	2
2711	9	5600	2
2712	38	6100	2
2713	22	6100	2
2714	32	4100	2
2715	9	9600	2
2716	58	6100	2
2717	83	4100	2
2718	13	6100	2
2719	7	2500	2
2720	38	6100	2
2721	19	4100	2
2722	38	9600	2
2723	46	6100	2
2724	49	3317	1
2725	38	4100	2
2726	89	6100	2
2727	9	0000	1
2728	79	6100	2
2729	29	6100	2
2730	75	6100	2
2731	4	0000	1
2732	17	0000	1
2733	51	4100	2
2734	16	0000	1
2735	31	9600	2
2736	32	6100	2
2737	7	2100	2
2738	13	0000	1
2739	29	6100	2
2740	71	6100	2
2741	37	6100	2
2742	53	3317	1
2743	29	8100	2
2744	12	0000	1
2745	8	5600	2
2746	30	0000	1
2747	65	4100	2
2748	78	4100	2
2749	83	6100	2
2750	21	6100	2
2751	47	4100	2
2752	31	9600	2
2753	75	4100	2
2754	97	6100	2
2755	5	8100	2
2756	54	6100	2
2757	78	4100	2
2758	87	4100	2
2759	94	4100	2
2760	56	6100	2
2761	65	4100	2
2762	40	6100	2
2763	57	4100	2
2764	68	6100	2
2765	9	2500	2
2766	18	6100	2
2767	54	9600	2
2768	12	2916	2
2769	21	6100	2
2770	21	4100	2
2771	55	6100	2
2772	41	4100	2
2773	22	6100	2
2774	22	4100	2
2775	72	4100	2
2776	53	4100	2
2777	87	4100	2
2778	14	0000	1
2779	5	0000	1
2780	27	9600	2
2781	47	4100	2
2782	57	6100	2
2783	9	5600	2
2784	6	5600	2
2785	49	0000	1
2786	50	6100	2
2787	31	6100	2
2788	10	3600	2
2789	60	6100	2
2790	57	9600	2
2791	92	4100	2
2792	54	9600	2
2793	39	9600	2
2794	19	4100	2
2795	43	6100	2
2796	25	4100	2
2797	92	6100	2
2798	85	4100	2
2799	74	4100	2
2800	5	5600	2
2801	21	0000	1
2802	62	6100	2
2803	61	4100	2
2804	77	6100	2
2805	7	0006	1
2806	61	6100	2
2807	52	6100	2
2808	97	4100	2
2809	16	0000	1
2810	8	8100	2
2811	10	3600	2
2812	14	0000	1
2813	53	0240	1
2814	80	6100	2
2815	69	4100	2
2816	64	0000	1
2817	87	4100	2
2818	83	4100	2
2819	80	6100	2
2820	91	6100	2
2821	28	4100	2
2822	44	4100	2
2823	14	0002	1
2824	27	4100	2
2825	34	6100	2
2826	36	6100	2
2827	52	4100	2
2828	7	3600	2
2829	3	0000	1
2830	6	0000	1
2831	16	0000	1
2832	51	6100	2
2833	63	6100	2
2834	80	6100	2
2835	50	6100	2
2836	41	4100	2
2837	59	6100	2
2838	46	6100	2
2839	54	9600	2
2840	83	6100	2
2841	50	6100	2
2842	72	6100	2
2843	83	6100	2
2844	52	9600	2
2845	44	0000	1
2846	10	0042	1
2847	101	4100	2
2848	54	9600	2
2849	80	6100	2
2850	7	3600	2
2851	40	9600	2
2852	56	6100	2
2853	52	6100	2
2854	67	4100	2
2855	23	0000	1
2856	14	2100	2
2857	51	4100	2
2858	48	0240	1
2859	54	9600	2
2860	60	6100	2
2861	41	9600	2
2862	5	0000	1
2863	55	6100	2
2864	54	4100	2
2865	56	4100	2
2866	8	0027	1
2867	59	4100	2
2868	50	6100	2
2869	83	6100	2
2870	69	4100	2
2871	95	4100	2
2872	29	6100	2
2873	10	0000	1
2874	7	6100	2
2875	54	4100	2
2876	23	6100	2
2877	56	6100	2
2878	8	3600	2
2879	64	9600	2
2880	13	3600	2
2881	5	0000	1
2882	35	4100	2
2883	26	0000	1
2884	25	4100	2
2885	54	9600	2
2886	63	9600	2
2887	55	4100	2
2888	44	4100	2
2889	8	0000	1
2890	83	6100	2
2891	57	4100	2
2892	11	3600	2
2893	33	6100	2
2894	14	0002	1
2895	54	6100	2
2896	31	6100	2
2897	84	6100	2
2898	38	6100	2
2899	21	0005	1
2900	4	4100	2
2901	10	0000	1
2902	3	0000	1
2903	47	9600	2
2904	7	0000	1
2905	21	4100	2
2906	72	4100	2
2907	41	0000	1
2908	7	2100	2
2909	60	4100	2
2910	8	2500	2
2911	53	4100	2
2912	15	6100	2
2913	12	4100	2
2914	82	4100	2
2915	73	4100	2
2916	4	5030	2
2917	55	6100	2
2918	64	6100	2
2919	13	3600	2
2920	25	6100	2
2921	52	9600	2
2922	89	6100	2
2923	40	6100	2
2924	53	4100	2
2925	60	4100	2
2926	25	6100	2
2927	60	4100	2
2928	75	6100	2
2929	75	4100	2
2930	70	6100	2
2931	10	1600	2
2932	47	4100	2
2933	56	9600	2
2934	3	0000	1
2935	16	5600	2
2936	6	3600	2
2937	44	6100	2
2938	33	4100	2
2939	56	0000	1
2940	56	6100	2
2941	49	6100	2
2942	34	6100	2
2943	24	6100	2
2944	12	3600	2
2945	77	4100	2
2946	49	4100	2
2947	33	0000	1
2948	51	4100	2
2949	53	4100	2
2950	28	6100	2
2951	10	0000	1
2952	9	0000	1
2953	67	4100	2
2954	60	4100	2
2955	8	2500	2
2956	31	0000	1
2957	35	6100	2
2958	48	4100	2
2959	83	6100	2
2960	4	0001	1
2961	52	9600	2
2962	33	4100	2
2963	63	6100	2
2964	55	9600	2
2965	52	6100	2
2966	105	6100	2
2967	37	4100	2
2968	98	6100	2
2969	9	1600	2
2970	49	6100	2
2971	66	4100	2
2972	61	4100	2
2973	75	6100	2
2974	28	6100	2
2975	16	8100	2
2976	74	4100	2
2977	42	6100	2
2978	55	9600	2
2979	43	6100	2
2980	71	4100	2
2981	10	3600	2
2982	54	6100	2
2983	80	6100	2
2984	34	9600	2
2985	12	3600	2
2986	53	6100	2
2987	16	0000	1
2988	11	0000	1
2989	80	6100	2
2990	10	0000	1
2991	64	6100	2
2992	50	6100	2
2993	28	4100	2
2994	50	6100	2
2995	6	8100	2
2996	33	0000	1
2997	85	4100	2
2998	30	8100	2
2999	9	0000	1
3000	0	0000	1
3001	4	0000	1
3002	44	4100	2
3003	9	0000	1
3004	5	0000	1
3005	6	8100	2
3006	24	9600	2
3007	54	6100	2
3008	19	0000	1
3009	4	0540	2
3010	71	4100	2
3011	15	2100	2
3012	22	6100	2
3013	58	0240	1
3014	90	6100	2
3015	15	0000	1
3016	36	9600	2
3017	100	4100	2
3018	89	4100	2
3019	88	6100	2
3020	31	0000	1
3021	35	4100	2
3022	14	6100	2
3023	24	0005	1
3024	85	6100	2
3025	20	4100	2
3026	44	6100	2
3027	11	0000	1
3028	107	4100	2
3029	49	0000	1
3030	51	3317	1
3031	58	6100	2
3032	49	9600	2
3033	48	0000	1
3034	52	4100	2
3035	45	0000	1
3036	25	8100	2
3037	37	6100	2
3038	47	4100	2
3039	66	4100	2
3040	39	0000	1
3041	34	4100	2
3042	66	6100	2
3043	7	6100	2
3044	44	9600	2
3045	39	6100	2
3046	48	4100	2
3047	73	6100	2
3048	48	9600	2
3049	56	9600	2
3050	21	4100	2
3051	48	6100	2
3052	56	6100	2
3053	17	6100	2
3054	17	4100	2
3055	42	6100	2
3056	31	8100	2
3057	58	4100	2
3058	38	4100	2
3059	34	4100	2
3060	11	3600	2
3061	56	4100	2
3062	8	3600	2
3063	77	6100	2
3064	86	6100	2
3065	24	4100	2
3066	6	0000	1
3067	84	4100	2
3068	28	9600	2
3069	30	6100	2
3070	5	0540	2
3071	89	6100	2
3072	27	0000	1
3073	73	6100	2
3074	19	5600	2
3075	5	7600	2
3076	78	6100	2
3077	54	9600	2
3078	47	4100	2
3079	31	9600	2
3080	46	0000	1
3081	16	9600	2
3082	10	2916	2
3083	7	0000	1
3084	16	0000	1
3085	45	6100	2
3086	47	6100	2
3087	12	0000	1
3088	69	4100	2
3089	58	4100	2
3090	94	6100	2
3091	21	0005	1
3092	85	4100	2
3093	52	6100	2
3094	10	6100	2
3095	75	4100	2
3096	72	6100	2
3097	52	4100	2
3098	34	4100	2
3099	40	6100	2
3100	4	6100	2
3101	46	4100	2
3102	79	6100	2
3103	40	6100	2
3104	68	4100	2
3105	14	2100	2
3106	53	4100	2
3107	27	4100	2
3108	80	4100	2
3109	64	9600	2
3110	63	6100	2
3111	7	0000	1
3112	25	0000	1
3113	51	4100	2
3114	83	4100	2
3115	58	6100	2
3116	25	0000	1
3117	30	4100	2
3118	78	6100	2
3119	30	6100	2
3120	6	2916	2
3121	18	0005	1
3122	40	0000	1
3123	50	4100	2
3124	65	4100	2
3125	32	4100	2
3126	16	2100	2
3127	41	6100	2
3128	90	4100	2
3129	8	0000	1
3130	23	6100	2
3131	86	4100	2
3132	66	6100	2
3133	52	6100	2
3134	44	6100	2
3135	53	6100	2
3136	74	4100	2
3137	39	3317	1
3138	68	4100	2
3139	44	6100	2
3140	53	6100	2
3141	7	0100	2
3142	54	4100	2
3143	27	6100	2
3144	34	0000	1
3145	57	6100	2
3146	65	6100	2
3147	55	6100	2
3148	50	6100	2
3149	38	6100	2
3150	46	4100	2
3151	66	6100	2
3152	44	9600	2
3153	87	6100	2
3154	10	9600	2
3155	65	6100	2
3156	8	0012	1
3157	33	8100	2
3158	28	4100	2
3159	5	0000	1
3160	63	9600	2
3161	52	4100	2
3162	70	6100	2
3163	3	0000	1
3164	65	6100	2
3165	89	6100	2
3166	76	6100	2
3167	9	9600	2
3168	78	4100	2
3169	35	6100	2
3170	77	4100	2
3171	75	6100	2
3172	48	0000	1
3173	96	6100	2
3174	24	4100	2
3175	60	6100	2
3176	59	6100	2
3177	13	1600	2
3178	86	4100	2
3179	43	4100	2
3180	54	6100	2
3181	80	6100	2
3182	48	4100	2
3183	73	6100	2
3184	59	9600	2
3185	97	6100	2
3186	59	4100	2
3187	79	6100	2
3188	13	0000	1
3189	86	4100	2
3190	52	6100	2
3191	18	4100	2
3192	28	9600	2
3193	12	0000	1
3194	44	6100	2
3195	66	4100	2
3196	29	9600	2
3197	75	4100	2
3198	62	6100	2
3199	6	0100	2
3200	2	7600	2
3201	51	6100	2
3202	5	0000	1
3203	24	9600	2
3204	54	4100	2
3205	39	6100	2
3206	7	5600	2
3207	55	9600	2
3208	16	6100	2
3209	75	4100	2
3210	35	4100	2
3211	15	2100	2
3212	36	6100	2
3213	58	4100	2
3214	64	4100	2
3215	53	3317	1
3216	10	3600	2
3217	44	0000	1
3218	7	7600	2
3219	85	4100	2
3220	88	4100	2
3221	61	6100	2
3222	57	4100	2
3223	21	8100	2
3224	89	4100	2
3225	20	0000	1
3226	52	4100	2
3227	19	3600	2
3228	67	6100	2
3229	58	9600	2
3230	94	4100	2
3231	36	9600	2
3232	53	9600	2
3233	57	4100	2
3234	98	6100	2
3235	12	0000	1
3236	50	9600	2
3237	35	0000	1
3238	33	6100	2
3239	7	2100	2
3240	34	3317	1
3241	42	9600	2
3242	32	0000	1
3243	54	4100	2
3244	32	6100	2
3245	6	8100	2
3246	41	4100	2
3247	67	6100	2
3248	23	0000	1
3249	32	6100	2
3250	21	6100	2
3251	104	4100	2
3252	7	3600	2
3253	43	4100	2
3254	54	4100	2
3255	8	0000	1
3256	54	6100	2
3257	32	9600	2
3258	29	0000	1
3259	12	9600	2
3260	57	6100	2
3261	57	4100	2
3262	20	6100	2
3263	10	0000	1
3264	64	4100	2
3265	62	9600	2
3266	23	6100	2
3267	64	6100	2
3268	8	8100	2
3269	16	4100	2
3270	37	0000	1
3271	53	9600	2
3272	17	0000	1
3273	33	4100	2
3274	63	6100	2
3275	20	8100	2
3276	14	4100	2
3277	31	8100	2
3278	59	0000	1
3279	52	6100	2
3280	55	4100	2
3281	80	4100	2
3282	66	4100	2
3283	9	6100	2
3284	67	4100	2
3285	52	6100	2
3286	5	0009	1
3287	9	2500	2
3288	54	4100	2
3289	62	9600	2
3290	83	6100	2
3291	61	9600	2
3292	105	6100	2
3293	87	4100	2
3294	56	6100	2
3295	9	1600	2
3296	17	0000	1
3297	63	4100	2
3298	10	0000	1
3299	43	9600	2
3300	5	2100	2
3301	72	4100	2
3302	78	4100	2
3303	23	0000	1
3304	67	4100	2
3305	70	6100	2
3306	49	6100	2
3307	48	4100	2
3308	83	4100	2
3309	70	4100	2
3310	13	6100	2
3311	28	6100	2
3312	14	0002	1
3313	12	2916	2
3314	76	4100	2
3315	61	6100	2
3316	18	4100	2
3317	2	0000	1
3318	6	0003	1
3319	38	9600	2
3320	8	0000	1
3321	91	6100	2
3322	36	9600	2
3323	9	1600	2
3324	77	4100	2
3325	23	0005	1
3326	32	6100	2
3327	17	0000	1
3328	4	0100	2
3329	41	9600	2
3330	41	6100	2
3331	66	6100	2
3332	100	4100	2
3333	46	6100	2
3334	44	4100	2
3335	44	4100	2
3336	44	4100	2
3337	33	3317	1
3338	70	6100	2
3339	70	6100	2
3340	42	4100	2
3341	42	4100	2
3342	18	3600	2
3343	56	0000	1
3344	59	4100	2
3345	50	6100	2
3346	63	4100	2
3347	54	4100	2
3348	50	4100	2
3349	26	6100	2
3350	10	4100	2
3351	50	9600	2
3352	88	4100	2
3353	95	4100	2
3354	9	5600	2
3355	55	4100	2
3356	57	4100	2
3357	33	0000	1
3358	66	4100	2
3359	8	3600	2
3360	32	6100	2
3361	64	6100	2
3362	52	3317	1
3363	53	4100	2
3364	66	6100	2
3365	54	9600	2
3366	44	9600	2
3367	45	9600	2
3368	50	9600	2
3369	82	6100	2
3370	51	3317	1
3371	11	3600	2
3372	7	0000	1
3373	11	3600	2
3374	31	9600	2
3375	41	6100	2
3376	72	4100	2
3377	19	0000	1
3378	63	4100	2
3379	55	6100	2
3380	83	4100	2
3381	77	6100	2
3382	57	0000	1
3383	11	9600	2
3384	104	4100	2
3385	85	4100	2
3386	51	0240	1
3387	2	2500	2
3388	27	4100	2
3389	59	4100	2
3390	69	4100	2
3391	30	8100	2
3392	36	6100	2
3393	67	4100	2
3394	63	9600	2
3395	29	9600	2
3396	14	6100	2
3397	81	6100	2
3398	53	4100	2
3399	52	0000	1
3400	4	5600	2
3401	51	0000	1
3402	38	4100	2
3403	16	0000	1
3404	64	6100	2
3405	43	4100	2
3406	63	6100	2
3407	81	6100	2
3408	29	8100	2
3409	101	4100	2
3410	16	6100	2
3411	36	4100	2
3412	85	6100	2
3413	76	6100	2
3414	34	6100	2
3415	49	9600	2
3416	109	4100	2
3417	73	6100	2
3418	15	0002	1
3419	22	6100	2
3420	74	4100	2
3421	58	6100	2
3422	5	4100	2
3423	86	4100	2
3424	5	0006	1
3425	47	9600	2
3426	9	3600	2
3427	36	6100	2
3428	12	8100	2
3429	8	2100	2
3430	80	4100	2
3431	20	6100	2
3432	53	6100	2
3433	46	4100	2
3434	49	9600	2
3435	14	4100	2
3436	45	4100	2
3437	61	6100	2
3438	13	1600	2
3439	55	6100	2
3440	42	4100	2
3441	58	6100	2
3442	75	6100	2
3443	34	0000	1
3444	51	6100	2
3445	7	0006	1
3446	30	6100	2
3447	5	7600	2
3448	12	8100	2
3449	69	4100	2
3450	42	0000	1
3451	65	4100	2
3452	57	4100	2
3453	100	4100	2
3454	54	4100	2
3455	24	6100	2
3456	46	6100	2
3457	13	6100	2
3458	13	0000	1
3459	33	0000	1
3460	21	0000	1
3461	84	6100	2
3462	51	6100	2
3463	7	0000	1
3464	6	5600	2
3465	4	0000	1
3466	88	6100	2
3467	6	1600	2
3468	90	4100	2
3469	8	0000	1
3470	95	6100	2
3471	30	4100	2
3472	52	6100	2
3473	34	6100	2
3474	13	0000	1
3475	26	6100	2
3476	13	3600	2
3477	58	6100	2
3478	88	6100	2
3479	13	2100	2
3480	70	6100	2
3481	8	6100	2
3482	30	6100	2
3483	26	0576	1
3484	51	6100	2
3485	90	4100	2
3486	46	6100	2
3487	81	6100	2
3488	106	4100	2
3489	7	0000	1
3490	43	0000	1
3491	86	4100	2
3492	19	0000	1
3493	65	4100	2
3494	66	4100	2
3495	8	5600	2
3496	28	0000	1
3497	49	6100	2
3498	26	0000	1
3499	83	4100	2
3500	1	2500	2
3501	81	6100	2
3502	57	6100	2
3503	60	6100	2
3504	28	9600	2
3505	8	3600	2
3506	26	6100	2
3507	11	0000	1
3508	12	3600	2
3509	24	6100	2
3510	52	6100	2
3511	54	9600	2
3512	43	4100	2
3513	37	4100	2
3514	9	6100	2
3515	54	6100	2
3516	41	4100	2
3517	42	4100	2
3518	57	6100	2
3519	26	4100	2
3520	14	8100	2
3521	82	6100	2
3522	5	0100	2
3523	54	4100	2
3524	37	0000	1
3525	38	4100	2
3526	7	0000	1
3527	46	4100	2
3528	66	6100	2
3529	12	3600	2
3530	34	0000	1
3531	54	9600	2
3532	22	6100	2
3533	14	0000	1
3534	60	4100	2
3535	36	4100	2
3536	37	4100	2
3537	52	4100	2
3538	19	6100	2
3539	3	0100	2
3540	8	6100	2
3541	7	0000	1
3542	68	4100	2
3543	81	4100	2
3544	108	4100	2
3545	71	6100	2
3546	12	0000	1
3547	64	6100	2
3548	85	6100	2
3549	37	6100	2
3550	26	9600	2
3551	84	6100	2
3552	53	6100	2
3553	49	6100	2
3554	92	6100	2
3555	6	7600	2
3556	63	4100	2
3557	40	4100	2
3558	47	4100	2
3559	89	4100	2
3560	32	4100	2
3561	90	4100	2
3562	30	9600	2
3563	65	9600	2
3564	79	6100	2
3565	57	9600	2
3566	47	6100	2
3567	50	4100	2
3568	47	9600	2
3569	50	3317	1
3570	52	9600	2
3571	59	6100	2
3572	19	6100	2
3573	32	4100	2
3574	33	4100	2
3575	65	4100	2
3576	51	9600	2
3577	63	6100	2
3578	56	4100	2
3579	19	4100	2
3580	11	6100	2
3581	70	4100	2
3582	5	0000	1
3583	17	6100	2
3584	8	0000	1
3585	17	0000	1
3586	44	9600	2
3587	42	9600	2
3588	52	9600	2
3589	83	6100	2
3590	55	4100	2
3591	50	6100	2
3592	72	4100	2
3593	10	0000	1
3594	52	3317	1
3595	47	9600	2
3596	52	4100	2
3597	69	6100	2
3598	64	4100	2
3599	48	4100	2
3600	4	9600	2
3601	32	0000	1
3602	48	6100	2
3603	21	6100	2
3604	42	9600	2
3605	45	6100	2
3606	3	0000	1
3607	66	6100	2
3608	57	6100	2
3609	49	0000	1
3610	11	6100	2
3611	34	0000	1
3612	69	4100	2
3613	28	0000	1
3614	9	6100	2
3615	35	4100	2
3616	31	9600	2
3617	83	6100	2
3618	82	6100	2
3619	84	4100	2
3620	83	6100	2
3621	52	6100	2
3622	40	4100	2
3623	48	9600	2
3624	18	0002	1
3625	12	0005	1
3626	8	0000	1
3627	90	4100	2
3628	58	4100	2
3629	12	0000	1
3630	11	9600	2
3631	32	0000	1
3632	19	2100	2
3633	16	6100	2
3634	37	0000	1
3635	72	6100	2
3636	10	3600	2
3637	32	0000	1
3638	27	9600	2
3639	82	6100	2
3640	7	4100	2
3641	40	6100	2
3642	78	6100	2
3643	33	4100	2
3644	32	6100	2
3645	61	6100	2
3646	57	9600	2
3647	25	9600	2
3648	32	9600	2
3649	45	9600	2
3650	21	0000	1
3651	11	0000	1
3652	12	3600	2
3653	52	6100	2
3654	43	4100	2
3655	56	4100	2
3656	46	6100	2
3657	31	4100	2
3658	70	4100	2
3659	36	6100	2
3660	34	9600	2
3661	15	9600	2
3662	9	3600	2
3663	45	6100	2
3664	84	6100	2
3665	23	9600	2
3666	65	9600	2
3667	39	4100	2
3668	42	4100	2
3669	56	6100	2
3670	54	9600	2
3671	53	4100	2
3672	57	4100	2
3673	19	3600	2
3674	14	3600	2
3675	36	6100	2
3676	8	0000	1
3677	51	6100	2
3678	41	4100	2
3679	8	5600	2
3680	14	2916	2
3681	53	4100	2
3682	25	9600	2
3683	58	9600	2
3684	87	4100	2
3685	20	0000	1
3686	36	6100	2
3687	85	4100	2
3688	33	0000	1
3689	53	0000	1
3690	54	9600	2
3691	93	6100	2
3692	41	4100	2
3693	100	6100	2
3694	32	6100	2
3695	13	4100	2
3696	48	4100	2
3697	55	4100	2
3698	9	0000	1
3699	76	6100	2
3700	5	6100	2
3701	68	4100	2
3702	75	4100	2
3703	6	0000	1
3704	73	6100	2
3705	37	6100	2
3706	6	2916	2
3707	52	6100	2
3708	7	6100	2
3709	69	6100	2
3710	62	4100	2
3711	66	4100	2
3712	8	9600	2
3713	56	6100	2
3714	59	9600	2
3715	8	7600	2
3716	27	4100	2
3717	63	4100	2
3718	70	4100	2
3719	50	0000	1
3720	84	4100	2
3721	29	0000	1
3722	48	4100	2
3723	43	4100	2
3724	71	6100	2
3725	62	4100	2
3726	56	4100	2
3727	12	0000	1
3728	80	6100	2
3729	28	4100	2
3730	53	0240	1
3731	26	0000	1
3732	49	4100	2
3733	75	6100	2
3734	18	0000	1
3735	15	3600	2
3736	30	4100	2
3737	33	6100	2
3738	9	0000	1
3739	56	6100	2
3740	50	9600	2
3741	3	0000	1
3742	2	0000	1
3743	1	0100	2
3744	33	6100	2
3745	43	6100	2
3746	27	0000	1
3747	5	1600	2
3748	60	6100	2
3749	22	4100	2
3750	42	6100	2
3751	3	0100	2
3752	13	0000	1
3753	8	0000	1
3754	54	4100	2
3755	1	0000	1
3756	43	4100	2
3757	22	0000	1
3758	7	3600	2
3759	6	6100	2
3760	30	4100	2
3761	102	4100	2
3762	7	0009	1
3763	56	6100	2
3764	27	0001	1
3765	66	9600	2
3766	57	6100	2
3767	57	6100	2
3768	56	0240	1
3769	52	6100	2
3770	12	3600	2
3771	10	3600	2
3772	55	4100	2
3773	66	4100	2
3774	83	4100	2
3775	7	5600	2
3776	45	9600	2
3777	56	6100	2
3778	18	0000	1
3779	98	4100	2
3780	26	4100	2
3781	84	6100	2
3782	46	0000	1
3783	64	6100	2
3784	60	4100	2
3785	21	6100	2
3786	34	3317	1
3787	77	6100	2
3788	8	0000	1
3789	58	9600	2
3790	41	6100	2
3791	28	4100	2
3792	1	3792	2
3793	31	6100	2
3794	16	0000	1
3795	12	6100	2
3796	57	6100	2
3797	6	2500	2
3798	84	6100	2
3799	84	4100	2
3800	5	3600	2
3801	49	6100	2
3802	73	4100	2
3803	21	0005	1
3804	18	6100	2
3805	58	4100	2
3806	32	6100	2
3807	43	4100	2
3808	7	9600	2
3809	69	4100	2
3810	53	6100	2
3811	34	0000	1
3812	56	4100	2
3813	94	6100	2
3814	81	4100	2
3815	21	0005	1
3816	77	6100	2
3817	4	0000	1
3818	46	9600	2
3819	76	6100	2
3820	82	4100	2
3821	1	0000	1
3822	81	6100	2
3823	63	4100	2
3824	60	6100	2
3825	33	4100	2
3826	100	6100	2
3827	92	6100	2
3828	6	0000	1
3829	24	6100	2
3830	28	0000	1
3831	52	6100	2
3832	62	6100	2
3833	25	4100	2
3834	4	0100	2
3835	89	6100	2
3836	41	6100	2
3837	7	0000	1
3838	30	9600	2
3839	31	0000	1
3840	50	6100	2
3841	28	4100	2
3842	45	6100	2
3843	24	0576	1
3844	79	6100	2
3845	9	0000	1
3846	74	6100	2
3847	33	0000	1
3848	60	4100	2
3849	12	4100	2
3850	58	4100	2
3851	101	4100	2
3852	55	4100	2
3853	21	0000	1
3854	44	6100	2
3855	11	5600	2
3856	53	6100	2
3857	11	0000	1
3858	12	0005	1
3859	65	6100	2
3860	46	9600	2
3861	14	0000	1
3862	8	0000	1
3863	82	4100	2
3864	59	9600	2
3865	50	4100	2
3866	13	4100	2
3867	76	6100	2
3868	30	6100	2
3869	72	4100	2
3870	83	6100	2
3871	39	0000	1
3872	7	0000	1
3873	1	0000	1
3874	5	0000	1
3875	12	6100	2
3876	47	6100	2
3877	20	8100	2
3878	60	4100	2
3879	70	6100	2
3880	85	6100	2
3881	55	6100	2
3882	35	6100	2
3883	41	6100	2
3884	56	6100	2
3885	51	4100	2
3886	10	0000	1
3887	37	6100	2
3888	21	6100	2
3889	30	6100	2
3890	10	5600	2
3891	70	4100	2
3892	30	0000	1
3893	43	4100	2
