Seed1	Seed2	Iterations	Most_Frequent	Frequency
3411	3711	134	4596	2
3411	3811	93	9511	2
3411	3911	55	4000	1
3411	4011	64	1983	2
3411	4111	90	6248	2
3411	4211	42	2846	2
3411	4311	71	6000	1
3411	4411	199	7378	2
3411	4511	190	3586	2
3411	4611	184	1520	2
3411	4711	80	4573	2
3411	4811	223	6439	2
3411	4911	163	3158	2
3411	5011	76	7356	2
3411	5111	258	0428	2
3411	5211	171	5287	2
3411	5311	120	6805	2
3411	5411	54	4569	2
3411	5511	35	0218	2
3511	1111	66	8272	2
3511	1211	15	6579	2
3511	1311	64	8257	2
3511	1411	168	9453	2
3511	1511	108	5451	2
3511	1611	136	0999	2
3511	1711	224	5890	2
3511	1811	30	2101	2
3511	1911	168	5400	2
3511	2011	180	9289	2
3511	2111	142	7529	2
3511	2211	105	0400	2
3511	2311	94	3520	2
3511	2411	64	5218	2
3511	2511	58	4261	2
3511	2611	128	3856	2
3511	2711	163	1935	2
3511	2811	255	6856	2
3511	2911	44	1200	2
3511	3011	78	0255	2
3511	3111	150	4584	2
3511	3211	119	6829	2
3511	3311	208	7452	2
3511	3411	155	0019	2
3511	3511	235	5894	2
3511	3611	41	6712	2
3511	3711	166	2925	2
3511	3811	38	9329	2
3511	3911	261	0565	2
3511	4011	102	0960	2
3511	4111	266	6860	2
3511	4211	27	6360	2
3511	4311	149	4968	2
3511	4411	104	7442	2
3511	4511	36	8268	2
3511	4611	193	7500	2
3511	4711	104	0700	2
3511	4811	33	9734	2
3511	4911	224	4539	2
3511	5011	163	4628	2
3511	5111	117	0825	2
3511	5211	64	0144	2
3511	5311	166	6476	2
3511	5411	146	3979	2
3511	5511	111	5000	2
3611	1111	38	3109	2
3611	1211	24	3743	2
3611	1311	24	1250	2
3611	1411	142	7010	2
3611	1511	167	0000	1
3611	1611	110	0982	2
3611	1711	183	9879	1
3611	1811	150	2166	2
3611	1911	94	8125	2
3611	2011	154	8667	2
3611	2111	26	1738	2
3611	2211	87	2361	2
3611	2311	328	5590	2
3611	2411	175	1292	2
3611	2511	83	3228	2
3611	2611	105	0896	2
3611	2711	83	0400	2
3611	2811	128	2400	2
3611	2911	112	6126	2
3611	3011	26	6817	2
3611	3111	61	7849	2
3611	3211	130	8712	2
3611	3311	180	6856	2
3611	3411	40	8759	2
3611	3511	136	8088	2
3611	3611	27	7277	1
3611	3711	85	4320	2
3611	3811	182	8955	2
3611	3911	81	2864	2
3611	4011	235	5760	2
3611	4111	165	8088	2
3611	4211	58	0898	2
3611	4311	93	5460	2
3611	4411	30	0929	2
3611	4511	18	3010	2
3611	4611	123	5946	2
3611	4711	132	4860	2
3611	4811	58	3437	2
3611	4911	37	5663	2
3611	5011	161	6926	2
3611	5111	46	1269	2
3611	5211	201	4423	2
3611	5311	49	1965	2
3611	5411	29	5391	2
3611	5511	81	3364	2
3711	1111	142	3392	2
3711	1211	69	0917	2
3711	1311	182	7330	2
3711	1411	207	0477	2
3711	1511	127	2313	2
3711	1611	39	0675	2
3711	1711	84	6450	2
3711	1811	106	1803	2
3711	1911	86	8007	2
3711	2011	39	7216	2
3711	2111	40	2810	2
3711	2211	97	6735	2
3711	2311	207	5836	2
3711	2411	127	2050	2
3711	2511	161	4771	2
3711	2611	147	6981	2
3711	2711	92	9772	2
3711	2811	41	5528	2
3711	2911	70	7704	2
3711	3011	87	5907	2
3711	3111	34	8750	2
3711	3211	54	5480	2
3711	3311	31	8000	2
3711	3411	127	3923	2
3711	3511	77	8531	2
